x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3157643675804138,0.7015666365623474,5.1106557208413506e-8,0.3493030071258545,0.6945382952690125,-0.01445789448916912,0.3789370656013489,0.6994918584823608,-0.02948995679616928,0.40098246932029724,0.7054756879806519,-0.04392392933368683,0.3969632089138031,0.7085945010185242,-0.057193610817193985,0.3494803309440613,0.6408621072769165,-0.031180566176772118,0.38517555594444275,0.6841234564781189,-0.050654470920562744,0.38842740654945374,0.7065118551254272,-0.06111710146069527,0.3799622356891632,0.7082614898681641,-0.06736916303634644,0.32709193229675293,0.6547086834907532,-0.034386344254016876,0.36974915862083435,0.7136522531509399,-0.04832589253783226,0.3692224621772766,0.7250357866287231,-0.04842159152030945,0.360784649848938,0.7104176878929138,-0.05011219531297684,0.31074172258377075,0.6781796813011169,-0.039171088486909866,0.3519468307495117,0.7382005453109741,-0.050909653306007385,0.35332947969436646,0.7383734583854675,-0.04491277411580086,0.3463379442691803,0.7183513045310974,-0.04191433638334274,0.2999853491783142,0.7043498158454895,-0.04606111720204353,0.3301651179790497,0.753527045249939,-0.05499263480305672,0.33276164531707764,0.7490749955177307,-0.05304683372378349,0.32723769545555115,0.7307906150817871,-0.051898498088121414,idle
0.3192322850227356,0.7165334224700928,-3.808900927992909e-8,0.3512862026691437,0.7060084939002991,-0.014062450267374516,0.37883415818214417,0.7002161741256714,-0.0267915278673172,0.39779579639434814,0.6989870071411133,-0.03866786137223244,0.3976731598377228,0.6968526244163513,-0.04899376630783081,0.3544662296772003,0.6372175812721252,-0.026357406750321388,0.38601094484329224,0.6803949475288391,-0.04719525948166847,0.3888785243034363,0.7111478447914124,-0.05947471037507057,0.38325434923171997,0.7204020023345947,-0.06642065942287445,0.33188724517822266,0.6526831984519958,-0.028884613886475563,0.3703787326812744,0.7135151624679565,-0.045272715389728546,0.3695513606071472,0.7325092554092407,-0.048714686185121536,0.3626348674297333,0.7251232862472534,-0.05178454518318176,0.31404516100883484,0.6783640384674072,-0.033210329711437225,0.35187721252441406,0.7391171455383301,-0.0469161793589592,0.3525664508342743,0.7441575527191162,-0.04406338185071945,0.34598973393440247,0.7280304431915283,-0.04210983216762543,0.3012945055961609,0.7066729664802551,-0.03928804025053978,0.33043456077575684,0.7530813217163086,-0.048528630286455154,0.3325174152851105,0.7524320483207703,-0.04735030233860016,0.3259432911872864,0.7367364168167114,-0.04601692780852318,idle
0.31500890851020813,0.7071779370307922,5.2652161741661985e-8,0.3497702479362488,0.6959307789802551,-0.012599274516105652,0.378645122051239,0.6949159502983093,-0.025879589840769768,0.39946994185447693,0.7035223841667175,-0.0385015644133091,0.40364325046539307,0.7110568881034851,-0.04988253116607666,0.35207346081733704,0.6366240978240967,-0.02709033153951168,0.38159093260765076,0.6833820939064026,-0.04470661282539368,0.3837818205356598,0.7054354548454285,-0.05508871749043465,0.37603816390037537,0.7084773182868958,-0.06171752139925957,0.3308483958244324,0.6537155508995056,-0.030798224732279778,0.36978083848953247,0.7136740684509277,-0.04413151368498802,0.36654216051101685,0.722465991973877,-0.046068694442510605,0.3568168580532074,0.7111395001411438,-0.049186352640390396,0.314203143119812,0.6796696782112122,-0.035928741097450256,0.35161587595939636,0.740585207939148,-0.0470675565302372,0.3499337434768677,0.7386672496795654,-0.04328399524092674,0.3425549864768982,0.7196442484855652,-0.04189164191484451,0.3024006187915802,0.707951545715332,-0.04292076826095581,0.33115556836128235,0.7558953166007996,-0.051093269139528275,0.329878568649292,0.7499300837516785,-0.04967065155506134,0.3218074440956116,0.7307234406471252,-0.04915608838200569,idle
0.3070839047431946,0.7108783721923828,8.1774139459867e-8,0.3474928140640259,0.698058009147644,-0.011676074005663395,0.3793054223060608,0.6953212022781372,-0.025501657277345657,0.40050116181373596,0.7076951265335083,-0.038515690714120865,0.39781126379966736,0.718204915523529,-0.050096720457077026,0.35389244556427,0.6369528770446777,-0.030093125998973846,0.38360196352005005,0.6840338110923767,-0.04568072035908699,0.38126519322395325,0.7068898677825928,-0.052787262946367264,0.37033891677856445,0.7072272300720215,-0.05740797519683838,0.3318103849887848,0.6561517715454102,-0.03427516669034958,0.37014836072921753,0.7122963070869446,-0.04670429602265358,0.36456072330474854,0.7255726456642151,-0.04682127758860588,0.35589399933815,0.7147783637046814,-0.04854673147201538,0.3149474561214447,0.6836329698562622,-0.03918832913041115,0.35277462005615234,0.7403160929679871,-0.04860522225499153,0.34826478362083435,0.7422363758087158,-0.042785465717315674,0.34007132053375244,0.7255504131317139,-0.04024114832282066,0.30295053124427795,0.7128319144248962,-0.045826949179172516,0.3335184156894684,0.7566061615943909,-0.05193915590643883,0.3307534456253052,0.7525551915168762,-0.048517487943172455,0.3220679461956024,0.7361935377120972,-0.046792030334472656,idle
0.30762022733688354,0.7181158661842346,5.981866735282892e-8,0.3480147123336792,0.7046473026275635,-0.010617720894515514,0.37994441390037537,0.699088454246521,-0.02324320748448372,0.40082934498786926,0.7085903882980347,-0.03517257422208786,0.39926475286483765,0.7183330655097961,-0.04551917314529419,0.35619595646858215,0.6402049660682678,-0.028533749282360077,0.3837023079395294,0.6825420260429382,-0.044493306428194046,0.3830533027648926,0.707917332649231,-0.05152781680226326,0.3735814094543457,0.7102482318878174,-0.05601232498884201,0.33416199684143066,0.6567856073379517,-0.033091530203819275,0.37130993604660034,0.7119917273521423,-0.04677952453494072,0.36657026410102844,0.7292011380195618,-0.047600217163562775,0.3584166169166565,0.7193437814712524,-0.04944677650928497,0.316607266664505,0.6832594275474548,-0.038396723568439484,0.35392898321151733,0.7420751452445984,-0.04932953417301178,0.35064640641212463,0.7466822266578674,-0.04461054503917694,0.3429396152496338,0.7296974658966064,-0.04250019043684006,0.3037840723991394,0.7125564813613892,-0.04516744613647461,0.33366888761520386,0.7578521370887756,-0.0525243766605854,0.33156514167785645,0.7556752562522888,-0.049974363297224045,0.32319357991218567,0.7385603189468384,-0.048714011907577515,idle
0.31279540061950684,0.7149871587753296,7.682798752739473e-8,0.34899449348449707,0.701561450958252,-0.012430836446583271,0.3790092468261719,0.6974557042121887,-0.025896362960338593,0.4022494852542877,0.7043480277061462,-0.03832719847559929,0.40752431750297546,0.7076815366744995,-0.04943188652396202,0.35519593954086304,0.6407756805419922,-0.030953219160437584,0.3907410204410553,0.6847407817840576,-0.04768311604857445,0.3933292627334595,0.7131425142288208,-0.055202826857566833,0.3845711648464203,0.7205134630203247,-0.05966218560934067,0.3342031240463257,0.6583243012428284,-0.034334175288677216,0.37514376640319824,0.7124389410018921,-0.04736250638961792,0.37336015701293945,0.7317174077033997,-0.04788713902235031,0.3657139837741852,0.7265939116477966,-0.04989821836352348,0.31751275062561035,0.6851632595062256,-0.03856036812067032,0.3569319248199463,0.7412579655647278,-0.04992736876010895,0.35632967948913574,0.7478750348091125,-0.04485594108700752,0.3494248390197754,0.7337326407432556,-0.042465951293706894,0.3057849705219269,0.7147948741912842,-0.044185571372509,0.336558073759079,0.7584806680679321,-0.051967598497867584,0.33611851930618286,0.7579874992370605,-0.048703230917453766,0.3282478153705597,0.742938220500946,-0.04683787375688553,idle
0.31703677773475647,0.7194920778274536,5.179526141319002e-8,0.3516005277633667,0.7054328918457031,-0.01169200986623764,0.3808628022670746,0.6986737251281738,-0.024197503924369812,0.4031817317008972,0.7040609121322632,-0.035970862954854965,0.4126722514629364,0.7092117667198181,-0.04620599001646042,0.360530287027359,0.6452414989471436,-0.027288751676678658,0.39745426177978516,0.6869096755981445,-0.04413530230522156,0.3998897969722748,0.7175970673561096,-0.05090942233800888,0.39132171869277954,0.729494571685791,-0.05413378030061722,0.3391392230987549,0.6619406938552856,-0.03076455369591713,0.380300372838974,0.7175761461257935,-0.04366200417280197,0.3782811164855957,0.7371692061424255,-0.043632421642541885,0.37126702070236206,0.7311995625495911,-0.044490281492471695,0.32189470529556274,0.6884679198265076,-0.03543839603662491,0.36182206869125366,0.7469590902328491,-0.04676803946495056,0.3619833290576935,0.7525575757026672,-0.041325077414512634,0.3558427691459656,0.7367269396781921,-0.038041554391384125,0.3092794120311737,0.7171139717102051,-0.041472986340522766,0.3397292196750641,0.7620246410369873,-0.0491049587726593,0.33965304493904114,0.7616716623306274,-0.04540729895234108,0.3320696949958801,0.745949923992157,-0.04256749153137207,idle
0.3294479250907898,0.7358723282814026,6.011555342411157e-8,0.3649387061595917,0.7223520278930664,-0.012596873566508293,0.3944086730480194,0.7142235636711121,-0.02674909681081772,0.4174887537956238,0.727800190448761,-0.03947069123387337,0.4333648681640625,0.7462019324302673,-0.05029945820569992,0.37884464859962463,0.6523734927177429,-0.035479601472616196,0.4151786267757416,0.7020711898803711,-0.05179611220955849,0.4072437584400177,0.720607340335846,-0.05728385969996452,0.394343763589859,0.7163037061691284,-0.061098869889974594,0.3570043742656708,0.6706184148788452,-0.0392359234392643,0.4026249349117279,0.7326303124427795,-0.0548187755048275,0.392512708902359,0.7421090006828308,-0.05417315661907196,0.382038414478302,0.7310553193092346,-0.054936159402132034,0.33952534198760986,0.6983621716499329,-0.043520476669073105,0.3820776343345642,0.7593194246292114,-0.05578720197081566,0.375037282705307,0.7603949904441833,-0.0496244877576828,0.36658233404159546,0.7459016442298889,-0.046102941036224365,0.3254750669002533,0.7283120155334473,-0.04930168390274048,0.36029210686683655,0.7735679745674133,-0.05751862749457359,0.35608935356140137,0.7703865170478821,-0.0546426959335804,0.3469795882701874,0.7550209164619446,-0.05279388278722763,idle
0.3507852554321289,0.7218899726867676,1.7773523097730504e-8,0.38577738404273987,0.7118499875068665,-0.01177909690886736,0.41378355026245117,0.7123545408248901,-0.02449003979563713,0.4342772364616394,0.7302895784378052,-0.03680785745382309,0.44685372710227966,0.7527684569358826,-0.04810647293925285,0.39192748069763184,0.65492182970047,-0.026674048975110054,0.4335063099861145,0.7141486406326294,-0.04528181627392769,0.42325153946876526,0.7311499118804932,-0.0561436302959919,0.40914836525917053,0.7193277478218079,-0.06371486932039261,0.37037888169288635,0.6745494604110718,-0.030809108167886734,0.41918131709098816,0.7399238348007202,-0.04708727076649666,0.4059407114982605,0.7467114329338074,-0.04930040240287781,0.39360761642456055,0.7311792969703674,-0.05218329280614853,0.3545345664024353,0.7021102905273438,-0.03619633615016937,0.3978632986545563,0.7632872462272644,-0.049358636140823364,0.3872603178024292,0.7619867324829102,-0.04458293691277504,0.3766406178474426,0.744376003742218,-0.04175828397274017,0.34286195039749146,0.7295578122138977,-0.04321429133415222,0.3749573230743408,0.7754346132278442,-0.052125051617622375,0.3671311140060425,0.7710965275764465,-0.049533359706401825,0.3547317087650299,0.7547876834869385,-0.04784439131617546,idle
0.3683573007583618,0.7201014757156372,1.6353615350794826e-8,0.4023452699184418,0.7119063138961792,-0.013082749210298061,0.4396086037158966,0.7131004929542542,-0.028294214978814125,0.46846696734428406,0.7385950684547424,-0.041953492909669876,0.48755931854248047,0.7629119753837585,-0.054045792669057846,0.4315970242023468,0.6617938280105591,-0.04017955809831619,0.47254958748817444,0.7152960896492004,-0.05756409466266632,0.4609612226486206,0.738181471824646,-0.06327024102210999,0.4460490942001343,0.7307515144348145,-0.06699550151824951,0.41145482659339905,0.6822532415390015,-0.044259607791900635,0.4576845169067383,0.7457765936851501,-0.06102326512336731,0.4431096613407135,0.7577897906303406,-0.06049107760190964,0.429368793964386,0.7425798177719116,-0.061259787529706955,0.39500242471694946,0.710731029510498,-0.04851704090833664,0.4378940761089325,0.771843671798706,-0.06049107760190964,0.42503678798675537,0.7768087387084961,-0.05206490308046341,0.4130028784275055,0.7608892917633057,-0.04771876707673073,0.3822353482246399,0.7414878010749817,-0.054045792669057846,0.41560614109039307,0.7843369245529175,-0.05984063819050789,0.405957967042923,0.7837790250778198,-0.05333622172474861,0.3932734429836273,0.76882404088974,-0.04993618652224541,idle
